SKU_number	MarketingType	ReleaseYear	PurchaseAmt
544678	New	2013	6.53
862181	New	2014	19.56
768323	Original	2013	10.86
673072	Original	2013	6.47
919127	Original	2014	131.22
1475488	New	2013	56.15
3526923	Original	2016	33.99
612430	Original	2013	30.24
544762	New	2013	13.03
1778991	New	2013	8.79
1969669	New	2013	4.58
2084552	New	2014	22.12
649545	New	2013	26.95
1779779	Original	2014	10.81
2065484	New	2014	26.48
539023	New	2013	11.43
655020	Original	2013	15.99
2135149	New	2013	20.53
1936184	Original	2016	40.86
664127	Original	2013	37.89
536691	Original	2013	20.85
681209	New	2013	18.08
610233	Original	2014	23.17
658045	New	2013	13.08
2097986	Original	2014	0
1999259	Original	2014	26.55
861739	Original	2013	28.94
649454	Original	2013	38.99
864665	New	2014	37.92
1453002	Original	2014	32.99
2101246	Original	2014	27.94
2109132	Original	2014	11.96
1958087	New	2014	12.36
3496125	Original	2014	12.66
612620	Original	2013	0
1780794	New	2014	19.24
1925493	New	2013	11.61
545939	Original	2013	11.01
2041804	New	2014	19.68
1433564	New	2014	4.06
612208	New	2013	10.30
3739786	New	2016	18.86
2165511	Original	2014	39.24
612102	New	2013	49.06
1740367	New	2013	9.96
1613864	New	2014	22.06
2258102	Original	2013	32
1467447	New	2014	19.48
893341	New	2014	39.62
560087	New	2013	28.55
1758095	New	2013	44.62
1437134	New	2014	39.82
652225	New	2013	34.46
867646	Original	2014	47.24
655806	Original	2013	7.33
921124	Original	2014	88.41
544115	Original	2013	60.56
1648853	Original	2014	27.96
683017	Original	2014	5.05
623775	Original	2013	4.39
2009719	Original	2014	5.61
649555	Original	2013	44.81
635604	Original	2013	10.45
663225	New	2013	250.76
673763	New	2014	20.65
3800097	New	2013	46.90
1866804	New	2014	24.39
1627828	Original	2014	20.97
1827046	New	2014	34.60
3744138	New	2013	13.28
1598361	New	2013	13.34
529429	Original	2013	4
1668967	New	2013	5.66
702259	New	2013	20.13
1718419	New	2014	50.64
915347	New	2014	5.00
541542	New	2013	31.77
649508	New	2013	67.00
890914	Original	2014	35.29
2020804	New	2013	19.30
2017756	New	2013	15.03
2115428	Original	2014	48.94
642083	New	2013	85.32
1519303	Original	2014	48.99
898863	New	2014	19.44
3496160	New	2014	34.08
536390	New	2013	43.41
864360	Original	2013	10.22
1856796	Original	2013	15.48
1891312	New	2014	22.64
544656	Original	2013	5.26
3549056	Original	2016	28.88
638243	Original	2013	94.66
664205	Original	2013	25.25
862067	New	2014	39.49
861232	Original	2013	25.09
685348	New	2013	17.63
1471318	New	2014	18.37
862088	New	2014	4.02
539377	New	2013	7.20
862205	Original	2014	37.98
893221	New	2015	28.09
540269	New	2013	30.82
867617	New	2014	32.81
535296	New	2013	12.39
1937609	Original	2014	4
1660760	Original	2014	24.17
1487265	Original	2013	33.98
1630864	New	2013	29.86
2168592	New	2014	13.13
612707	New	2014	101.15
903700	Original	2014	17.28
672836	New	2013	4.50
644456	New	2013	25.50
664597	New	2014	96.23
1517417	Original	2014	17.19
867496	New	2014	60.34
544420	New	2013	10.55
1942929	New	2014	11.28
1518970	New	2014	59.47
2015972	New	2013	20.57
869047	New	2013	12.45
535467	New	2013	10.20
3825370	New	2014	6.76
2106865	Original	2014	39.94
879560	Original	2014	19.33
1989675	New	2014	16.80
553133	New	2013	72.12
633941	New	2013	15.53
2087426	Original	2013	28.32
689602	Original	2013	20.76
907941	Original	2014	24.12
587832	New	2013	33.14
1718576	New	2014	29.43
1483793	New	2013	9.89
646873	Original	2013	21.11
650666	Original	2013	38.11
2043542	New	2014	4.68
1625262	Original	2014	15.05
546795	Original	2013	29.88
1441007	New	2013	19.24
1741227	Original	2014	0
610188	Original	2013	43.43
610349	Original	2013	43.97
864529	Original	2014	43.18
2508314	Original	2015	0
618377	New	2014	8.52
2066909	Original	2013	33.67
2041753	New	2014	4.94
1532203	Original	2014	17.19
658694	New	2013	4.54
893023	Original	2014	48.04
1455294	New	2014	155.13
642042	Original	2013	11.45
903803	New	2013	15.59
538340	Original	2013	8.9
2110289	New	2014	27.31
2086538	New	2013	4.25
1729398	New	2014	31.64
540792	Original	2013	48.25
544484	Original	2013	71.23
894876	Original	2014	6.71
1721046	Original	2013	20.3
903950	Original	2014	66.99
655178	New	2013	33.29
744064	Original	2013	26.84
660792	Original	2013	38.55
544573	New	2013	124.89
862275	New	2014	14.12
2001812	Original	2014	23.03
691151	Original	2014	13.98
1660704	New	2014	27.38
1827178	New	2014	64.73
1480463	Original	2014	10.49
1743655	New	2014	25.29
652257	Original	2013	0
538515	New	2013	6.45
924332	New	2014	13.44
861858	Original	2014	14.28
903785	New	2014	23.05
1767233	Original	2014	24.27
875613	New	2014	103.62
544242	New	2013	20.89
3635024	New	2016	15.35
1479558	Original	2014	48.08
538297	New	2013	50.00
595229	New	2013	26.55
1786945	New	2015	38.28
1441337	Original	2013	28.99
539281	Original	2013	35.51
911082	New	2013	13.31
1517278	New	2014	36.69
612244	Original	2013	44.76
1565904	New	2013	9.08
3513264	Original	2016	0
866902	New	2014	9.39
688520	New	2013	14.92
1779056	Original	2013	19.6
886647	Original	2013	21.32
676725	Original	2013	6.16
543739	New	2013	26.77
1433634	Original	2014	15.95
540819	Original	2013	12.67
1946399	Original	2014	20.98
2028670	Original	2014	11.8
862099	New	2014	147.31
922945	New	2014	8.49
3800330	Original	2016	15.75
1866808	New	2013	24.63
907891	Original	2013	19.92
867153	New	2014	34.55
546873	Original	2013	46.99
1780748	New	2014	13.98
637589	New	2013	36.83
635571	New	2013	26.00
1999212	Original	2014	30.77
642057	New	2013	31.44
3805633	New	2016	26.57
898787	New	2014	24.69
865579	Original	2013	22.03
525188	Original	2013	4
895004	New	2013	35.51
3577507	New	2016	18.86
1877261	Original	2013	9.34
893364	New	2014	13.31
898689	Original	2014	35.34
538884	Original	2013	4
865259	New	2013	35.11
867162	Original	2014	14.98
867005	New	2014	55.87
3645658	Original	2016	54.3
858409	New	2014	76.61
868529	Original	2014	42.58
534738	Original	2013	19.63
862208	Original	2014	0
540758	New	2013	17.83
862127	Original	2014	19.49
861748	Original	2013	36.04
864686	New	2014	22.57
635525	Original	2013	33.94
2283060	New	2014	0.00
627831	Original	2013	41.08
646917	Original	2013	60.65
266237	Original	2013	11.99
2099569	New	2014	27.63
861804	Original	2013	15.27
3634782	Original	2016	0
545983	New	2013	41.40
1565909	Original	2014	5.61
660870	Original	2013	30.17
864884	New	2014	43.96
2022174	New	2014	0.00
544767	Original	2013	14.75
1957856	New	2013	10.73
672907	New	2013	8.85
649599	New	2013	49.49
664715	Original	2013	13.58
655183	Original	2013	43.51
641974	Original	2013	7.76
660654	Original	2013	14.72
3729529	New	2013	22.44
1779831	Original	2014	23.44
637540	New	2013	4.94
672788	Original	2013	0
1437263	Original	2015	58.59
881667	New	2014	0.00
867125	Original	2014	54.61
3827983	New	2014	16.62
1745814	New	2013	10.62
1576818	Original	2014	22.37
544098	New	2013	29.93
900386	Original	2014	20.03
646960	Original	2013	32.98
1551338	Original	2013	27.98
2028758	Original	2014	29.46
1544575	New	2013	13.22
641984	New	2013	18.04
1784016	New	2014	6.67
642083	New	2013	17.39
684711	New	2013	8.91
1519081	Original	2013	81.33
1718476	Original	2014	0
637946	Original	2013	12.02
1979213	New	2014	17.00
864658	Original	2014	4.36
1555434	Original	2014	35.44
865519	Original	2014	161.73
2083963	New	2013	60.88
663363	New	2013	6.61
629118	Original	2013	21.99
2077834	New	2014	20.87
646877	Original	2013	18.98
2028927	New	2013	8.35
747756	Original	2014	53.45
3007356	New	2015	0.00
652338	New	2013	25.49
664408	Original	2013	42.39
1780267	Original	2014	13.93
1583264	New	2014	10.12
1437591	Original	2014	11.06
924428	New	2014	50.66
1826425	New	2015	7.73
546788	New	2013	28.95
2079674	New	2014	28.69
2165979	Original	2014	0
1886563	Original	2014	38.74
1964531	New	2014	29.22
545765	Original	2013	43.99
866691	New	2013	50.82
2281311	New	2014	0.00
544032	Original	2013	48.24
1629472	New	2013	4.83
689029	New	2013	18.53
601193	New	2013	7.65
659718	New	2013	36.20
3000663	Original	2014	26.09
3462733	Original	2016	30.87
2015768	Original	2014	20.12
861540	Original	2013	16.6
865457	New	2014	4.28
905161	Original	2014	58.62
872595	Original	2015	39.98
685903	New	2013	22.63
706218	Original	2014	46.57
913190	New	2014	19.54
861883	New	2014	44.84
892656	New	2013	31.26
1752767	New	2014	30.96
611352	Original	2013	36.79
609973	New	2013	7.33
663778	New	2013	27.38
3591747	Original	2013	10.79
797355	New	2013	5.16
2085765	New	2013	30.56
1437448	Original	2014	37.64
1697157	Original	2014	15.74
689064	Original	2013	12.79
2022034	New	2013	33.21
691440	New	2013	20.74
617774	Original	2013	62.34
2214059	Original	2013	20.99
2077824	Original	2013	5.62
1696951	Original	2014	5.08
2167524	New	2014	17.24
911764	Original	2013	0
539697	Original	2013	15.99
1520243	New	2014	26.51
1778552	New	2013	20.80
1702300	New	2014	87.83
880336	Original	2014	48.85
1932915	Original	2015	42.01
1782842	Original	2014	4.81
3578261	New	2014	8.15
2105401	Original	2014	525.13
894897	New	2014	62.99
897283	Original	2013	30.95
2105047	Original	2013	37.18
914490	New	2014	7.94
2017631	Original	2013	21.31
1479323	Original	2013	19.25
664726	Original	2013	63.41
1544575	New	2013	41.02
3802655	Original	2014	4.48
1686636	Original	2013	32.6
2169962	New	2013	23.57
924426	New	2014	17.64
699367	Original	2013	8.84
540691	Original	2013	47.56
2098156	Original	2014	18.98
538464	New	2013	35.88
1517575	Original	2014	25.34
544248	Original	2013	45.43
688506	Original	2013	12.81
664616	New	2013	64.64
1925341	New	2014	13.21
679123	Original	2013	7.14
2115902	Original	2015	0
2105237	New	2014	5.39
910334	Original	2014	4.99
1996807	Original	2014	20.91
797464	Original	2013	41.7
625620	Original	2013	33.46
162036	New	2013	10.37
2089426	Original	2014	7.03
1441337	New	2013	153.51
1425707	New	2014	15.51
862264	Original	2014	4.44
1866800	New	2014	33.79
664398	New	2013	40.61
1833173	New	2014	15.28
1982506	New	2014	44.49
1647710	Original	2014	24.97
1465864	New	2014	0.00
664590	New	2014	29.62
858283	Original	2014	4
2083152	Original	2013	0
1446722	New	2014	45.90
690816	Original	2013	15.94
867213	New	2014	39.53
1983175	Original	2014	8.89
612682	Original	2013	21.48
867574	New	2013	20.33
2282644	Original	2014	0
1779842	Original	2014	5.94
861556	Original	2013	22.63
866762	Original	2014	44.61
535152	New	2013	42.63
2217797	Original	2014	19.22
1727421	Original	2013	21.97
1437444	Original	2014	7.56
610227	Original	2013	33.99
543726	Original	2013	84.23
867595	New	2013	21.51
858358	New	2014	45.55
868617	Original	2014	64.08
2486467	New	2014	0.00
879558	Original	2014	34.13
867373	New	2014	24.16
2014298	Original	2013	10.82
2071579	New	2013	28.55
2015742	Original	2014	19.32
3810871	Original	2013	39.84
1814848	Original	2013	8.18
1478868	New	2014	13.53
612314	New	2013	4.67
684751	Original	2013	8.98
1433835	New	2014	9.04
881413	New	2013	34.25
862183	Original	2014	38.88
1886574	New	2014	32.90
646909	New	2013	7.96
2085948	New	2013	41.54
871796	Original	2014	53.99
880614	New	2014	94.57
660709	New	2013	15.51
866638	Original	2014	36.47
610389	New	2013	49.72
864765	Original	2014	33.33
2081815	Original	2014	29.84
639689	New	2013	24.58
545916	Original	2013	11.98
3496120	Original	2013	12.69
873813	New	2015	81.04
867928	Original	2014	80.42
896883	New	2014	43.07
862167	Original	2014	47.99
1908953	New	2013	34.56
706028	New	2014	53.13
1869205	Original	2013	16.56
920405	New	2013	19.30
612406	New	2013	59.60
626615	Original	2013	15.89
644496	New	2013	31.34
890863	New	2014	33.26
861205	Original	2013	7.96
546449	New	2013	13.63
1463970	Original	2013	13
909069	New	2014	45.99
888973	New	2013	41.52
642007	Original	2013	61.25
2051179	New	2014	18.13
664483	New	2013	7.95
538514	New	2013	32.12
889115	Original	2014	98.28
875272	Original	2013	35.99
612684	New	2013	0.00
539442	New	2013	35.74
744072	New	2013	26.80
1753079	New	2014	15.84
163029	New	2014	52.67
1769279	New	2014	0.00
1929173	Original	2014	38.1
2103693	New	2014	14.04
1918472	Original	2014	19.7
1779409	Original	2013	17.77
1498523	Original	2014	13.29
1634961	Original	2014	16.91
1866751	New	2014	22.18
686626	Original	2013	11
1437327	New	2013	4.54
545900	New	2013	28.75
1942731	Original	2013	24.48
864513	New	2014	12.36
1517267	New	2014	73.69
1767434	New	2014	19.41
541548	New	2013	43.90
2020931	New	2013	14.92
3511125	Original	2014	6.98
533059	Original	2013	30.99
876219	New	2014	125.19
869787	Original	2014	18.19
630488	Original	2013	5.18
527754	Original	2013	31.92
3627640	New	2013	28.74
642041	Original	2013	7.29
1942798	Original	2013	17.85
287639	New	2015	12.77
1438927	New	2013	16.64
1779888	Original	2013	0
663581	Original	2014	52.04
635579	Original	2013	3.88
610133	Original	2013	67.94
2054249	Original	2014	7.49
664722	Original	2013	43.98
1532344	Original	2014	11.89
3638379	Original	2013	9.63
545740	New	2014	26.50
3758250	New	2016	22.58
2079640	New	2013	13.38
1939141	New	2013	24.88
663498	New	2013	10.30
867257	New	2014	59.70
3925627	Original	2016	22.1
3805093	New	2016	37.64
526139	Original	2013	46.21
660767	New	2013	56.34
544275	Original	2013	10.07
749856	Original	2013	28.01
887066	New	2014	32.64
544466	New	2013	41.13
1964872	New	2014	93.57
538879	New	2013	14.59
3572174	Original	2016	13.78
1437407	New	2014	23.32
652404	Original	2013	43.99
1692103	New	2014	14.63
2110294	New	2014	12.57
2043287	New	2013	5.01
1957954	New	2014	19.46
797464	New	2013	49.65
889099	New	2014	53.44
610204	New	2014	60.96
541499	Original	2013	14.45
3466804	Original	2013	4.61
658092	Original	2013	38.7
744061	New	2014	53.53
2125079	New	2013	37.72
539398	New	2013	37.57
1450888	New	2014	0.00
3794064	New	2013	32.43
2143103	Original	2014	0
880485	New	2014	120.58
633764	New	2013	30.22
912466	Original	2014	26.77
917214	New	2013	23.45
861137	New	2013	45.96
3498905	Original	2014	28.53
660802	New	2013	20.13
2166217	New	2014	9.42
1640132	New	2014	10.83
3528818	New	2013	28.61
545629	Original	2013	38.98
541805	New	2013	25.73
2282797	Original	2013	0
1768181	New	2014	38.46
915383	New	2013	5.55
658945	Original	2013	49.21
889130	New	2014	15.98
1908319	Original	2013	6.99
1437374	Original	2013	9.28
870427	Original	2014	18.23
1508733	New	2014	24.27
1447005	Original	2014	52.24
2000783	New	2014	35.42
664923	New	2013	27.95
2038865	Original	2014	10
1957222	New	2013	6.03
652415	Original	2013	51.76
685283	New	2013	6.78
637946	Original	2013	0
2025437	New	2013	5.01
864701	New	2013	93.74
867521	New	2014	130.45
3745959	New	2016	0.00
1540903	Original	2013	6.97
3634953	Original	2016	32.9
865513	Original	2014	26.98
864358	New	2013	35.27
909905	New	2014	31.31
619543	New	2013	0.00
2167759	New	2013	23.38
633746	Original	2013	0
1498549	Original	2014	31.45
1625249	Original	2013	9.73
1757464	New	2013	24.21
664707	Original	2013	21.07
2063355	Original	2013	35.86
660822	Original	2013	31.69
867206	Original	2014	31.23
1693643	Original	2014	17.96
861203	Original	2013	11.78
626627	New	2013	43.33
2000490	New	2014	25.73
645394	New	2013	7.56
865558	New	2013	16.63
664298	Original	2013	0
663239	New	2013	29.06
1760120	Original	2013	22.78
1932431	New	2013	6.12
2085172	New	2014	4.62
864440	Original	2013	52.47
867800	Original	2014	53.38
2084609	Original	2014	7.87
2087487	Original	2014	21.16
1778720	New	2013	39.98
633773	Original	2013	22.06
1542684	Original	2014	27.96
1980930	Original	2013	4.54
862279	New	2014	0.00
3620772	Original	2013	30.37
527678	Original	2014	21.63
610279	Original	2014	14.98
663690	New	2013	54.36
655255	Original	2013	24.09
911050	New	2014	27.26
612747	Original	2013	18.1
809198	Original	2014	20.99
1957874	New	2013	17.37
644414	New	2013	46.91
1925496	New	2013	39.24
2788063	New	2016	45.98
673946	New	2014	4.92
1908305	New	2013	4.19
1483836	Original	2014	41.84
645107	Original	2013	23.89
3806002	New	2014	32.46
611560	Original	2013	11.78
909933	New	2014	20.42
1946337	New	2014	36.53
1779157	Original	2013	8.14
917198	New	2013	44.81
1544488	Original	2014	35.99
3528868	New	2014	22.85
3495999	Original	2013	18.92
871683	Original	2014	6.94
2022170	Original	2014	32.68
655045	Original	2013	37.84
543693	New	2013	32.01
2094423	New	2014	26.71
894896	New	2013	9.19
646980	Original	2013	24.07
2067982	Original	2014	18.57
1466001	New	2014	0.00
650152	New	2013	7.62
632041	New	2013	11.95
876945	New	2013	19.42
1661653	Original	2014	10.12
664300	New	2013	10.72
2161751	New	2014	12.04
866654	Original	2014	11.68
1928782	Original	2013	23.69
2273391	Original	2013	8.41
1743753	Original	2014	22.19
1981187	Original	2014	60.43
3809854	Original	2016	15.65
1477152	New	2013	14.93
638691	New	2013	22.02
642049	Original	2013	9.92
2231278	Original	2014	27.04
657900	Original	2013	10.3
1452199	New	2014	34.27
652410	Original	2013	28.41
1918528	New	2014	20.27
2169577	New	2014	22.78
1491945	Original	2014	47.97
680072	New	2013	11.56
705448	Original	2013	16.48
664251	New	2013	29.65
1631710	Original	2014	4.59
1494351	New	2013	14.19
544704	Original	2013	26.28
2062512	New	2014	36.69
1737080	New	2014	24.75
627831	New	2013	25.28
652272	Original	2013	30.97
861408	New	2013	19.09
1783574	Original	2013	0
1930795	New	2014	0.00
612375	New	2013	14.09
902165	New	2014	28.47
652224	Original	2013	49.48
873889	New	2013	18.78
866694	New	2014	23.97
1523888	Original	2014	17.44
534755	New	2013	20.24
864697	New	2014	47.28
892804	New	2014	8.55
1993487	Original	2013	28.35
544001	Original	2013	0
626654	Original	2013	4
652379	Original	2013	18.93
911682	New	2014	25.66
866807	New	2014	23.20
3763258	Original	2014	31.72
1573574	New	2013	11.09
2165719	Original	2014	17.6
1964522	New	2014	23.64
2076193	Original	2014	19.12
663137	Original	2013	27.27
873888	Original	2013	26.56
1517340	New	2014	120.81
610073	Original	2013	4.12
864588	Original	2014	19.87
877487	New	2014	111.51
601083	New	2013	32.07
534791	Original	2013	13.84
633755	Original	2013	23.9
655226	New	2013	19.04
527532	New	2013	35.67
915302	Original	2014	51.07
1982535	Original	2014	29.07
861627	New	2013	37.26
1433031	New	2013	14.00
2093617	Original	2014	18.97
921382	New	2014	146.19
876987	New	2013	110.66
646834	New	2013	53.93
3629566	Original	2014	7.37
1477333	New	2014	0.00
1957110	New	2013	20.42
2141310	Original	2013	35.98
1607272	Original	2014	0
1558925	New	2013	38.36
3483688	New	2016	21.44
630518	New	2013	6.08
3775879	New	2016	30.57
893341	Original	2014	33.49
616102	New	2013	48.76
543942	New	2013	42.16
545768	Original	2013	23.39
2113091	Original	2014	14.62
1969905	Original	2014	4.72
861504	New	2013	39.24
898819	New	2014	26.76
639697	New	2013	22.23
526918	New	2013	45.47
921509	Original	2013	19.53
1692078	New	2013	8.90
576968	Original	2013	17.37
1434292	Original	2014	4
861904	Original	2014	4
2238244	New	2014	29.01
545803	Original	2013	11.04
660653	Original	2013	10.81
894924	New	2013	29.60
1990775	Original	2013	16.05
2081720	New	2014	14.80
546449	New	2013	45.83
1463236	New	2015	18.12
861699	Original	2014	0
673905	New	2013	19.69
867648	New	2014	48.48
916916	New	2013	34.49
3563850	New	2016	24.45
545911	New	2013	9.85
1680265	Original	2013	4.48
905165	Original	2014	38.94
609895	New	2014	9.42
1839916	New	2014	18.56
900413	New	2014	30.34
2067365	Original	2014	18.64
862089	Original	2014	24.5
874338	Original	2014	53.98
538480	Original	2013	53.99
3634912	New	2016	0.00
890874	New	2014	21.54
545835	New	2013	9.29
2083862	Original	2013	12.91
657855	Original	2013	5.79
2093287	Original	2014	15.85
877548	New	2014	19.95
611481	New	2013	21.49
861944	New	2014	21.27
2080790	Original	2013	6.81
1678120	New	2013	11.81
1517777	New	2015	117.72
612534	Original	2013	23.96
924209	Original	2013	351.5
664587	New	2014	44.01
664293	New	2013	0.00
663625	Original	2013	48.99
610351	New	2013	9.16
545918	Original	2013	30.04
2103405	Original	2014	23.18
865514	Original	2014	25.44
663815	New	2013	6.33
1661786	New	2014	34.49
2165919	Original	2014	21.57
1506730	New	2013	0.00
674957	New	2013	10.54
1972196	Original	2013	33.18
1935393	Original	2013	50.96
1625962	Original	2013	19.99
689638	Original	2013	8.04
3479926	New	2015	0.00
2277111	Original	2013	42.96
1627548	New	2014	27.40
685957	Original	2013	15.49
864586	New	2014	13.38
2109672	Original	2014	5.34
903819	Original	2014	179.12
866789	Original	2014	34.97
864727	Original	2014	54.18
2104007	New	2013	34.77
649459	New	2013	26.61
685928	New	2013	13.76
611509	New	2014	79.41
861184	Original	2013	8.48
3830871	New	2016	19.77
923362	New	2013	14.63
543976	Original	2013	48.97
544597	New	2013	46.81
866757	New	2014	35.80
544445	Original	2013	33.99
652208	Original	2013	18.77
861489	New	2013	8.13
633762	Original	2013	23.36
538860	New	2013	54.19
664948	Original	2014	51.14
877267	Original	2014	92.99
535693	Original	2013	9.31
630499	New	2013	24.60
1461953	New	2014	19.25
1455991	Original	2014	47.49
913799	New	2014	44.87
652265	New	2013	28.42
1780042	New	2014	29.09
1924713	New	2014	34.21
539437	New	2013	14.42
642056	New	2013	13.37
865477	Original	2014	4
660880	Original	2013	27.49
866761	Original	2014	38.19
637638	New	2013	19.59
1822753	New	2016	0.00
3739780	Original	2014	10.14
3558830	New	2016	34.80
2205703	New	2013	6.97
913662	New	2014	4.16
673757	New	2013	15.22
1942386	New	2014	38.92
881365	New	2014	16.15
864709	New	2014	49.07
909077	New	2013	5.07
2028941	Original	2014	9.85
735078	New	2013	4.48
544695	New	2013	9.80
3694644	New	2016	0.00
1768654	Original	2013	33.99
2287466	Original	2014	0
544773	Original	2013	0
912344	New	2014	13.66
1632173	New	2014	26.33
1982757	New	2014	174.44
895228	Original	2014	42.09
1557489	New	2013	29.02
1780073	Original	2014	16.94
2057804	Original	2013	14.49
3529988	New	2016	6.02
902120	New	2013	12.10
532346	New	2013	10.93
1777666	Original	2013	20.83
663682	Original	2013	23.99
540179	Original	2013	16.48
1815050	Original	2014	12
535152	New	2013	36.04
1942245	Original	2013	20.94
1981732	Original	2013	21.83
3108192	New	2015	0.00
544055	Original	2013	41.48
3725988	New	2016	50.68
1969739	Original	2014	4
1718560	Original	2013	0
3484354	New	2016	15.39
1588177	Original	2014	31.83
1740374	New	2014	31.79
1455633	New	2015	41.49
864386	New	2013	7.92
862272	New	2014	95.68
916574	Original	2014	13.99
545589	Original	2013	34.54
1433658	Original	2014	14.96
610331	New	2013	42.23
2152131	Original	2014	30.65
535806	New	2013	14.95
867667	Original	2014	40.1
638690	Original	2013	0
1829050	New	2013	52.10
1833150	Original	2014	24.91
2101609	Original	2014	14.47
1519019	New	2014	0.00
1960012	New	2013	38.55
2168327	Original	2013	59.4
609839	New	2013	34.09
632069	New	2013	38.08
540773	Original	2013	27.06
3568145	Original	2015	50.49
2084092	Original	2013	52.38
872581	Original	2014	73.77
3558829	New	2016	25.40
890836	New	2014	130.85
875529	Original	2014	75.71
623784	New	2013	21.98
612151	Original	2013	40.64
1777876	Original	2014	18.99
1980113	New	2014	18.80
3467973	Original	2016	0
1946440	Original	2014	16.49
544575	Original	2013	12.63
685941	Original	2013	0
545908	New	2013	35.99
906523	New	2013	13.17
544577	New	2013	40.09
1527027	Original	2014	4
1866695	New	2013	17.45
660815	New	2013	30.85
612298	Original	2013	17.49
646931	New	2013	218.96
610141	New	2014	37.69
652273	New	2013	38.01
534676	New	2013	10.89
1779283	New	2013	17.42
1647706	Original	2013	22.39
641983	Original	2013	34.59
684151	New	2013	17.99
1455628	Original	2014	12.99
871852	New	2014	13.04
538555	New	2013	21.56
865596	New	2013	14.20
1630002	Original	2014	12.98
705504	New	2013	18.02
809143	New	2013	41.77
641049	Original	2013	0
2079736	New	2014	9.73
538814	Original	2013	39.97
658285	Original	2013	8.98
3960142	Original	2014	8.58
3003320	Original	2014	0
1780357	New	2014	22.23
1989628	Original	2015	21.91
861940	New	2014	15.13
1826581	Original	2013	46.89
543871	Original	2013	39.82
1778145	New	2013	62.22
534755	New	2013	35.99
612144	Original	2013	35.71
539446	Original	2013	6.68
1633872	Original	2013	5.59
1480141	New	2014	26.99
661485	Original	2013	56.14
895056	Original	2014	45.65
612487	New	2013	35.42
865372	New	2013	7.30
612675	New	2013	5.71
867762	New	2014	29.76
2052088	Original	2014	27.94
1649528	Original	2014	48.15
858292	Original	2014	110.39
3784533	New	2014	34.51
655212	New	2013	20.47
3809944	New	2014	43.39
664306	New	2013	11.85
1826380	New	2014	43.29
1870801	Original	2013	7.29
2150802	Original	2013	31.87
685949	New	2013	9.36
1715963	New	2013	18.60
861383	New	2013	22.18
2007009	New	2014	29.36
868502	Original	2014	24.53
2077287	Original	2014	25.98
1952913	Original	2013	51.99
1702601	New	2013	10.05
658059	Original	2013	9.84
1471641	New	2014	0.00
632044	Original	2013	11.86
663997	Original	2013	37.66
1724522	New	2014	31.69
1822321	Original	2013	5.88
2021208	Original	2014	9.94
907126	New	2013	32.85
1760757	New	2014	32.64
686564	New	2013	14.63
622211	Original	2013	8.39
872334	Original	2014	8.44
1826322	New	2013	16.84
546743	New	2013	15.61
633768	Original	2013	41.99
1946478	New	2014	12.98
690045	New	2013	24.00
688483	Original	2013	10.09
1668970	Original	2013	16.97
867677	Original	2013	23.77
907793	New	2014	17.96
544313	Original	2013	14.58
539562	Original	2013	43.98
1836836	Original	2014	8.28
1820744	New	2013	56.50
905120	Original	2014	25.52
578974	New	2013	24.82
535838	New	2013	7.31
612377	Original	2013	69.81
861392	Original	2014	6.48
540870	New	2013	52.64
1554615	Original	2014	31.79
890956	New	2014	18.24
635552	New	2013	76.92
1625594	Original	2014	18.99
560342	New	2013	39.21
907894	Original	2014	13.67
594897	New	2013	49.73
1952549	Original	2013	36.72
870306	New	2014	34.20
658013	New	2013	64.78
892726	Original	2014	203.99
866673	Original	2014	30.96
1761042	Original	2014	39.89
2918999	New	2013	0.00
862303	New	2014	112.20
547006	Original	2013	44.19
870356	New	2014	50.90
2151825	Original	2013	32.55
642089	Original	2013	40.09
637557	Original	2013	12.88
618375	Original	2013	22.97
664816	Original	2013	14.41
529871	New	2013	11.96
535385	Original	2013	11.03
1988668	Original	2013	26.13
747010	Original	2013	51.57
1660693	Original	2013	21.22
1508909	Original	2014	30.98
538810	Original	2013	72.03
1936364	New	2014	27.81
545901	New	2013	61.03
747765	New	2014	21.08
614078	New	2013	6.02
1688822	New	2014	18.49
2094856	Original	2013	13.63
867864	New	2014	115.67
1498675	New	2014	21.01
858294	New	2013	4.47
649546	Original	2013	27.9
898733	New	2014	22.26
878088	Original	2014	186.98
1866830	New	2014	28.18
660872	Original	2013	13.97
874866	New	2013	35.34
3951300	New	2015	0.00
2151907	New	2014	33.41
890749	Original	2013	23.15
3797672	New	2014	25.12
543061	Original	2013	23.97
1979233	New	2014	12.85
867598	New	2014	24.54
890883	New	2014	43.19
686594	Original	2013	8.96
612609	Original	2013	37.81
2286590	New	2014	0.00
1933310	New	2014	47.36
699417	New	2013	24.44
664770	Original	2013	30.46
880806	Original	2014	43.99
544651	Original	2013	5.19
2131760	Original	2015	60.39
3816834	New	2013	13.04
706346	Original	2014	0
544417	New	2013	11.14
476923	New	2013	4.66
898869	New	2014	14.71
877370	New	2014	49.51
2022050	New	2014	29.84
1779904	Original	2014	66.95
686650	New	2013	16.56
2166619	Original	2013	0
1778515	New	2013	20.83
623774	Original	2013	43.64
663231	Original	2013	17.31
655080	New	2013	79.04
618375	Original	2013	35.96
1969782	New	2013	4.45
2093591	Original	2013	22.05
879246	Original	2013	42.18
868108	New	2014	62.90
544787	New	2013	17.72
910814	Original	2014	15.3
862029	Original	2014	42.24
626648	Original	2013	35.27
902378	Original	2014	27.72
635543	Original	2013	10.98
